#ZVView-data-copy:  30-May-2023 21:56:35
#=======================================
#
#name:   40-ZR-92(N,P)39-Y-92,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  78
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          16.3          0.3        0.027        0.003  # 2010,V.Semkova+          ## 22822006  #dY:11.1%  
          16.6          0.1       0.0219       0.0033  # 1990,A.Marcinkowski+     ## 30940004  #dY:15.1%  
            17          0.2        0.027        0.003  # 2010,V.Semkova+          ## 22822006  #dY:11.1%  
          17.8          0.2        0.025        0.003  # 2010,V.Semkova+          ## 22822006  #dY:12.0%  
            18          0.2        0.026        0.003  # 2010,V.Semkova+          ## 22822006  #dY:11.5%  
          19.1          0.2        0.026        0.003  # 2010,V.Semkova+          ## 22822006  #dY:11.5%  
          19.4          0.2        0.025        0.003  # 2010,V.Semkova+          ## 22822006  #dY:12.0%  
          20.6          0.1        0.023        0.003  # 2010,V.Semkova+          ## 22822006  #dY:13.0%  
//
#-------------------------------------------------------------------------------
#
#name:   40-ZR-92(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  1045
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         0.001       0.0001        5.701            1  # 1959,H.W.Newson+         ## 11452012  #dY:17.5%  
        0.0013       0.0001        8.001            1  # 1959,H.W.Newson+         ## 11452012  #dY:12.5%  
        0.0017       0.0001        6.001            1  # 1959,H.W.Newson+         ## 11452012  #dY:16.7%  
         0.002       0.0001        6.301            1  # 1959,H.W.Newson+         ## 11452012  #dY:15.9%  
        0.0023       0.0001        5.101            1  # 1959,H.W.Newson+         ## 11452012  #dY:19.6%  
        0.0025            0        12.87        3.682  # 1968,W.M.Good+           ## 11876006  #dY:28.6%  
       0.00255            0       10.595        3.332  # 1968,W.M.Good+           ## 11876006  #dY:31.4%  
      0.002556            0       14.981        4.386  # 1968,W.M.Good+           ## 11876006  #dY:29.3%  
      0.002577            0       19.545        4.036  # 1968,W.M.Good+           ## 11876006  #dY:20.6%  
      0.002588            0       36.739        4.911  # 1968,W.M.Good+           ## 11876006  #dY:13.4%  
      0.002598            0       23.056        3.507  # 1968,W.M.Good+           ## 11876006  #dY:15.2%  
      0.002601            0       42.705        5.262  # 1968,W.M.Good+           ## 11876006  #dY:12.3%  
      0.002609            0       76.038        6.667  # 1968,W.M.Good+           ## 11876006  #dY:8.8%   
      0.002612            0       63.407        5.966  # 1968,W.M.Good+           ## 11876006  #dY:9.4%   
      0.002659            0       47.273        2.806  # 1968,W.M.Good+           ## 11876006  #dY:5.9%   
      0.002677            0       73.064         6.49  # 1968,W.M.Good+           ## 11876006  #dY:8.9%   
      0.002679            0       62.011        4.561  # 1968,W.M.Good+           ## 11876006  #dY:7.4%   
       0.00268            0       55.345        3.685  # 1968,W.M.Good+           ## 11876006  #dY:6.7%   
      0.002686            0       28.329        3.159  # 1968,W.M.Good+           ## 11876006  #dY:11.2%  
      0.002691            0       40.785        4.211  # 1968,W.M.Good+           ## 11876006  #dY:10.3%  
        0.0027       0.0001            1            1  # 1959,H.W.Newson+         ## 11452012  #dY:100.0% 
      0.002718            0        21.14         3.86  # 1968,W.M.Good+           ## 11876006  #dY:18.3%  
      0.002732            0       26.053        3.859  # 1968,W.M.Good+           ## 11876006  #dY:14.8%  
      0.002746            0       33.423        4.037  # 1968,W.M.Good+           ## 11876006  #dY:12.1%  
      0.002764            0       20.267        3.859  # 1968,W.M.Good+           ## 11876006  #dY:19.0%  
      0.002796            0       17.113        4.209  # 1968,W.M.Good+           ## 11876006  #dY:24.6%  
        0.0028       0.0001         12.4            1  # 1959,H.W.Newson+         ## 11452012  #dY:8.1%   
      0.002835            0       19.749        2.981  # 1968,W.M.Good+           ## 11876006  #dY:15.1%  
      0.002853            0        9.225        2.805  # 1968,W.M.Good+           ## 11876006  #dY:30.4%  
      0.002875            0       16.771        2.808  # 1968,W.M.Good+           ## 11876006  #dY:16.7%  
      0.002916            0       16.775        3.157  # 1968,W.M.Good+           ## 11876006  #dY:18.8%  
      0.002925            0       12.741        2.982  # 1968,W.M.Good+           ## 11876006  #dY:23.4%  
       0.00295            0       11.691        2.455  # 1968,W.M.Good+           ## 11876006  #dY:21.0%  
      0.002973            0       19.587        2.804  # 1968,W.M.Good+           ## 11876006  #dY:14.3%  
      0.002977            0        4.851        1.577  # 1968,W.M.Good+           ## 11876006  #dY:32.5%  
      0.003017            0        9.943        2.455  # 1968,W.M.Good+           ## 11876006  #dY:24.7%  
      0.003034            0       13.804         2.28  # 1968,W.M.Good+           ## 11876006  #dY:16.5%  
      0.003061            0        5.737        1.576  # 1968,W.M.Good+           ## 11876006  #dY:27.5%  
      0.003062            0        3.632        2.105  # 1968,W.M.Good+           ## 11876006  #dY:58.0%  
      0.003086            0       11.704        2.456  # 1968,W.M.Good+           ## 11876006  #dY:21.0%  
        0.0031       0.0001         13.8            1  # 1959,H.W.Newson+         ## 11452012  #dY:7.2%   
       0.00312            0       11.707         2.28  # 1968,W.M.Good+           ## 11876006  #dY:19.5%  
      0.003131            0        3.638        2.456  # 1968,W.M.Good+           ## 11876006  #dY:67.5%  
      0.003183            0       10.134        2.105  # 1968,W.M.Good+           ## 11876006  #dY:20.8%  
      0.003184            0        5.397        2.104  # 1968,W.M.Good+           ## 11876006  #dY:39.0%  
      0.003238            0        5.052        2.459  # 1968,W.M.Good+           ## 11876006  #dY:48.7%  
      0.003264            0        8.914        2.809  # 1968,W.M.Good+           ## 11876006  #dY:31.5%  
      0.003312            0        4.532        1.931  # 1968,W.M.Good+           ## 11876006  #dY:42.6%  
      0.003337            0       12.955        2.632  # 1968,W.M.Good+           ## 11876006  #dY:20.3%  
      0.003357            0        8.571        2.457  # 1968,W.M.Good+           ## 11876006  #dY:28.7%  
      0.003359            0        3.659         1.93  # 1968,W.M.Good+           ## 11876006  #dY:52.7%  
      0.003396            0        6.294        2.455  # 1968,W.M.Good+           ## 11876006  #dY:39.0%  
      0.003435            0        2.964         2.28  # 1968,W.M.Good+           ## 11876006  #dY:76.9%  
      0.003462            0        8.931        1.931  # 1968,W.M.Good+           ## 11876006  #dY:21.6%  
       0.00347            0       16.475        2.105  # 1968,W.M.Good+           ## 11876006  #dY:12.8%  
      0.003491            0       10.162        2.455  # 1968,W.M.Good+           ## 11876006  #dY:24.2%  
        0.0035       0.0001         11.6            1  # 1959,H.W.Newson+         ## 11452012  #dY:8.6%   
      0.003519            0        16.83        2.631  # 1968,W.M.Good+           ## 11876006  #dY:15.6%  
      0.003543            0        3.499        2.806  # 1968,W.M.Good+           ## 11876006  #dY:80.2%  
      0.003581            0        7.713        1.931  # 1968,W.M.Good+           ## 11876006  #dY:25.0%  
      0.003591            0        10.17        2.985  # 1968,W.M.Good+           ## 11876006  #dY:29.4%  
      0.003614            0        1.049        2.457  # 1968,W.M.Good+           ## 11876006  #dY:234.2% 
      0.003653            0        5.087        2.106  # 1968,W.M.Good+           ## 11876006  #dY:41.4%  
      0.003662            0        9.825        3.859  # 1968,W.M.Good+           ## 11876006  #dY:39.3%  
        0.0037       0.0001        7.601            1  # 1959,H.W.Newson+         ## 11452012  #dY:13.2%  
      0.003726            0         3.69        2.106  # 1968,W.M.Good+           ## 11876006  #dY:57.1%  
      0.003756            0        8.955        2.981  # 1968,W.M.Good+           ## 11876006  #dY:33.3%  
      0.003811            0        2.995        1.931  # 1968,W.M.Good+           ## 11876006  #dY:64.5%  
      0.003852            0        9.489        2.104  # 1968,W.M.Good+           ## 11876006  #dY:22.2%  
      0.003856            0       -3.668        2.456  # 1968,W.M.Good+           ## 11876006  #dY:67.0%  
      0.003886            0        3.176        2.806  # 1968,W.M.Good+           ## 11876006  #dY:88.4%  
      0.003895            0        10.72        2.982  # 1968,W.M.Good+           ## 11876006  #dY:27.8%  
      0.003918            0        7.564        3.155  # 1968,W.M.Good+           ## 11876006  #dY:41.7%  
      0.003949            0       14.058        4.035  # 1968,W.M.Good+           ## 11876006  #dY:28.7%  
      0.003958            0       21.777        3.861  # 1968,W.M.Good+           ## 11876006  #dY:17.7%  
      0.003992            0       18.271        2.807  # 1968,W.M.Good+           ## 11876006  #dY:15.4%  
         0.004       0.0001        8.201            1  # 1959,H.W.Newson+         ## 11452012  #dY:12.2%  
      0.004029            0          8.8        3.509  # 1968,W.M.Good+           ## 11876006  #dY:39.9%  
      0.004054            0        2.837        2.807  # 1968,W.M.Good+           ## 11876006  #dY:98.9%  
       0.00411            0         4.07        2.455  # 1968,W.M.Good+           ## 11876006  #dY:60.3%  
      0.004179            0        6.882        2.631  # 1968,W.M.Good+           ## 11876006  #dY:38.2%  
      0.004217            0        0.218        2.632  # 1968,W.M.Good+           ## 11876006  #dY:1207.3%
      0.004263            0        3.554        2.632  # 1968,W.M.Good+           ## 11876006  #dY:74.1%  
        0.0043       0.0001        7.801            1  # 1959,H.W.Newson+         ## 11452012  #dY:12.8%  
      0.004322            0        8.119        1.754  # 1968,W.M.Good+           ## 11876006  #dY:21.6%  
      0.004349            0        0.753        2.104  # 1968,W.M.Good+           ## 11876006  #dY:279.4% 
      0.004372            0         4.79        2.278  # 1968,W.M.Good+           ## 11876006  #dY:47.6%  
       0.00442            0         9.53        1.929  # 1968,W.M.Good+           ## 11876006  #dY:20.2%  
      0.004442            0        17.25        2.281  # 1968,W.M.Good+           ## 11876006  #dY:13.2%  
      0.004451            0       27.952        2.631  # 1968,W.M.Good+           ## 11876006  #dY:9.4%   
      0.004487            0       31.639        3.333  # 1968,W.M.Good+           ## 11876006  #dY:10.5%  
      0.004527            0       27.606        2.279  # 1968,W.M.Good+           ## 11876006  #dY:8.3%   
      0.004528            0        22.87        2.807  # 1968,W.M.Good+           ## 11876006  #dY:12.3%  
      0.004555            0       19.187        1.929  # 1968,W.M.Good+           ## 11876006  #dY:10.1%  
      0.004557            0       13.924         2.63  # 1968,W.M.Good+           ## 11876006  #dY:18.9%  
        0.0046       0.0001         11.5            1  # 1959,H.W.Newson+         ## 11452012  #dY:8.7%   
      0.004609            0       10.595         2.28  # 1968,W.M.Good+           ## 11876006  #dY:21.5%  
      0.004637            0         5.86        1.929  # 1968,W.M.Good+           ## 11876006  #dY:32.9%  
      0.004687            0       11.652         2.28  # 1968,W.M.Good+           ## 11876006  #dY:19.6%  
      0.004729            0        7.093        1.755  # 1968,W.M.Good+           ## 11876006  #dY:24.7%  
      0.004768            0        8.675        2.282  # 1968,W.M.Good+           ## 11876006  #dY:26.3%  
      0.004807            0       12.186        1.929  # 1968,W.M.Good+           ## 11876006  #dY:15.8%  
      0.004848            0       10.259        1.931  # 1968,W.M.Good+           ## 11876006  #dY:18.8%  
        0.0049       0.0001         13.2            1  # 1959,H.W.Newson+         ## 11452012  #dY:7.6%   
      0.004905            0        5.701        1.929  # 1968,W.M.Good+           ## 11876006  #dY:33.8%  
      0.004959            0        7.985        2.631  # 1968,W.M.Good+           ## 11876006  #dY:32.9%  
      0.005016            0        5.707        2.281  # 1968,W.M.Good+           ## 11876006  #dY:40.0%  
      0.005114            0        9.573        2.106  # 1968,W.M.Good+           ## 11876006  #dY:22.0%  
      0.005157            0        9.926        2.279  # 1968,W.M.Good+           ## 11876006  #dY:23.0%  
      0.005188            0        6.068        2.105  # 1968,W.M.Good+           ## 11876006  #dY:34.7%  
        0.0052       0.0001        9.701            1  # 1959,H.W.Newson+         ## 11452012  #dY:10.3%  
      0.005204            0        2.385        2.103  # 1968,W.M.Good+           ## 11876006  #dY:88.2%  
      0.005276            0        5.547        1.403  # 1968,W.M.Good+           ## 11876006  #dY:25.3%  
      0.005277            0        2.565         2.63  # 1968,W.M.Good+           ## 11876006  #dY:102.5% 
      0.005349            0        8.358        2.807  # 1968,W.M.Good+           ## 11876006  #dY:33.6%  
      0.005396            0        5.554        2.104  # 1968,W.M.Good+           ## 11876006  #dY:37.9%  
      0.005473            0        3.277        1.579  # 1968,W.M.Good+           ## 11876006  #dY:48.2%  
        0.0055       0.0001        9.501            1  # 1959,H.W.Newson+         ## 11452012  #dY:10.5%  
      0.005534            0        5.561        1.404  # 1968,W.M.Good+           ## 11876006  #dY:25.2%  
      0.005596            0        5.564         1.93  # 1968,W.M.Good+           ## 11876006  #dY:34.7%  
      0.005658            0        8.726         1.93  # 1968,W.M.Good+           ## 11876006  #dY:22.1%  
      0.005708            0        4.518        2.105  # 1968,W.M.Good+           ## 11876006  #dY:46.6%  
       0.00577            0        8.731         2.28  # 1968,W.M.Good+           ## 11876006  #dY:26.1%  
        0.0058       0.0001        6.001            1  # 1959,H.W.Newson+         ## 11452012  #dY:16.7%  
       0.00587            0        5.052        2.456  # 1968,W.M.Good+           ## 11876006  #dY:48.6%  
      0.005905            0        0.844        2.279  # 1968,W.M.Good+           ## 11876006  #dY:270.0% 
      0.005953            0        5.407        3.332  # 1968,W.M.Good+           ## 11876006  #dY:61.6%  
      0.006071            0        5.238        2.105  # 1968,W.M.Good+           ## 11876006  #dY:40.2%  
        0.0061       0.0001          4.8            1  # 1959,H.W.Newson+         ## 11452012  #dY:20.8%  
      0.006141            0        2.259        2.631  # 1968,W.M.Good+           ## 11876006  #dY:116.5% 
      0.006262            0        3.668         2.63  # 1968,W.M.Good+           ## 11876006  #dY:71.7%  
      0.006312            0        8.758        1.927  # 1968,W.M.Good+           ## 11876006  #dY:22.0%  
        0.0064       0.0001        6.201            1  # 1959,H.W.Newson+         ## 11452012  #dY:16.1%  
        0.0064            0        11.92        2.456  # 1968,W.M.Good+           ## 11876006  #dY:20.6%  
      0.006415            0       19.113         2.63  # 1968,W.M.Good+           ## 11876006  #dY:13.8%  
      0.006444            0       33.325        2.981  # 1968,W.M.Good+           ## 11876006  #dY:8.9%   
      0.006473            0       47.361        3.859  # 1968,W.M.Good+           ## 11876006  #dY:8.1%   
       0.00652            0        62.45        3.332  # 1968,W.M.Good+           ## 11876006  #dY:5.3%   
      0.006535            0       69.468        4.033  # 1968,W.M.Good+           ## 11876006  #dY:5.8%   
      0.006586            0       77.716        3.158  # 1968,W.M.Good+           ## 11876006  #dY:4.1%   
      0.006666            0       66.667        4.033  # 1968,W.M.Good+           ## 11876006  #dY:6.0%   
      0.006681            0       38.423        3.157  # 1968,W.M.Good+           ## 11876006  #dY:8.2%   
      0.006689            0       58.072        3.509  # 1968,W.M.Good+           ## 11876006  #dY:6.0%   
        0.0067       0.0001         10.2            1  # 1959,H.W.Newson+         ## 11452012  #dY:9.8%   
      0.006702            0       32.108        3.159  # 1968,W.M.Good+           ## 11876006  #dY:9.8%   
      0.006784            0       19.832        2.806  # 1968,W.M.Good+           ## 11876006  #dY:14.1%  
      0.006795            0       35.446        2.454  # 1968,W.M.Good+           ## 11876006  #dY:6.9%   
      0.006875            0        29.66        2.454  # 1968,W.M.Good+           ## 11876006  #dY:8.3%   
      0.006898            0       22.468        2.631  # 1968,W.M.Good+           ## 11876006  #dY:11.7%  
      0.006939            0        18.61        2.631  # 1968,W.M.Good+           ## 11876006  #dY:14.1%  
       0.00706            0       13.001        2.279  # 1968,W.M.Good+           ## 11876006  #dY:17.5%  
      0.007097            0       18.441        2.281  # 1968,W.M.Good+           ## 11876006  #dY:12.4%  
      0.007199            0       15.288        2.281  # 1968,W.M.Good+           ## 11876006  #dY:14.9%  
      0.007222            0       10.552        1.755  # 1968,W.M.Good+           ## 11876006  #dY:16.6%  
        0.0073       0.0001         19.8            1  # 1959,H.W.Newson+         ## 11452012  #dY:5.1%   
      0.007302            0       12.836         2.28  # 1968,W.M.Good+           ## 11876006  #dY:17.8%  
        0.0074       0.0001         18.2            1  # 1959,H.W.Newson+         ## 11452012  #dY:5.5%   
      0.007422            0       18.806        1.929  # 1968,W.M.Good+           ## 11876006  #dY:10.3%  
        0.0075       0.0001         20.7            1  # 1959,H.W.Newson+         ## 11452012  #dY:4.8%   
      0.007509            0        13.02        2.281  # 1968,W.M.Good+           ## 11876006  #dY:17.5%  
      0.007529            0       16.354        1.928  # 1968,W.M.Good+           ## 11876006  #dY:11.8%  
        0.0076       0.0001         19.5            1  # 1959,H.W.Newson+         ## 11452012  #dY:5.1%   
      0.007618            0        9.691         2.28  # 1968,W.M.Good+           ## 11876006  #dY:23.5%  
      0.007656            0        16.71        2.279  # 1968,W.M.Good+           ## 11876006  #dY:13.6%  
      0.007725            0       10.747        2.455  # 1968,W.M.Good+           ## 11876006  #dY:22.8%  
      0.007793            0        5.312        2.281  # 1968,W.M.Good+           ## 11876006  #dY:42.9%  
        0.0078       0.0001         16.8            1  # 1959,H.W.Newson+         ## 11452012  #dY:6.0%   
      0.007857            0        9.174        2.455  # 1968,W.M.Good+           ## 11876006  #dY:26.8%  
       0.00799            0        9.179        3.158  # 1968,W.M.Good+           ## 11876006  #dY:34.4%  
      0.008078            0       13.568        2.104  # 1968,W.M.Good+           ## 11876006  #dY:15.5%  
      0.008173            0        6.203        2.281  # 1968,W.M.Good+           ## 11876006  #dY:36.8%  
        0.0082       0.0001         11.7            1  # 1959,H.W.Newson+         ## 11452012  #dY:8.5%   
      0.008214            0       14.099        2.106  # 1968,W.M.Good+           ## 11876006  #dY:14.9%  
      0.008264            0        8.136        2.103  # 1968,W.M.Good+           ## 11876006  #dY:25.8%  
      0.008353            0       15.156        1.929  # 1968,W.M.Good+           ## 11876006  #dY:12.7%  
      0.008425            0       13.054        1.928  # 1968,W.M.Good+           ## 11876006  #dY:14.8%  
      0.008476            0        8.319        2.455  # 1968,W.M.Good+           ## 11876006  #dY:29.5%  
        0.0085       0.0001           11            1  # 1959,H.W.Newson+         ## 11452012  #dY:9.1%   
       0.00857            0        9.726        1.753  # 1968,W.M.Good+           ## 11876006  #dY:18.0%  
       0.00862            0        7.271        2.454  # 1968,W.M.Good+           ## 11876006  #dY:33.8%  
       0.00869            0       11.484        1.578  # 1968,W.M.Good+           ## 11876006  #dY:13.7%  
      0.008742            0        7.802        2.104  # 1968,W.M.Good+           ## 11876006  #dY:27.0%  
      0.008814            0       10.085        1.578  # 1968,W.M.Good+           ## 11876006  #dY:15.6%  
      0.008886            0        13.07        2.104  # 1968,W.M.Good+           ## 11876006  #dY:16.1%  
        0.0089       0.0001        9.901            1  # 1959,H.W.Newson+         ## 11452012  #dY:10.1%  
       0.00894            0        8.159        2.105  # 1968,W.M.Good+           ## 11876006  #dY:25.8%  
      0.009013            0       11.319        1.929  # 1968,W.M.Good+           ## 11876006  #dY:17.0%  
      0.009089            0       12.024        1.931  # 1968,W.M.Good+           ## 11876006  #dY:16.1%  
      0.009143            0        8.517        2.281  # 1968,W.M.Good+           ## 11876006  #dY:26.8%  
      0.009173            0        2.202         2.28  # 1968,W.M.Good+           ## 11876006  #dY:103.5% 
        0.0092       0.0001        9.001            1  # 1959,H.W.Newson+         ## 11452012  #dY:11.1%  
      0.009299            0        7.294        2.104  # 1968,W.M.Good+           ## 11876006  #dY:28.8%  
        0.0094       0.0001        8.801            1  # 1959,H.W.Newson+         ## 11452012  #dY:11.4%  
      0.009431            0        6.596        1.752  # 1968,W.M.Good+           ## 11876006  #dY:26.6%  
      0.009507            0       10.984        2.281  # 1968,W.M.Good+           ## 11876006  #dY:20.8%  
      0.009669            0       10.288        2.631  # 1968,W.M.Good+           ## 11876006  #dY:25.6%  
        0.0097       0.0001         11.1            1  # 1959,H.W.Newson+         ## 11452012  #dY:9.0%   
      0.009726            0        6.605        2.281  # 1968,W.M.Good+           ## 11876006  #dY:34.5%  
      0.009807            0        9.064        1.578  # 1968,W.M.Good+           ## 11876006  #dY:17.4%  
      0.009837            0        4.854        1.581  # 1968,W.M.Good+           ## 11876006  #dY:32.6%  
      0.009887            0       12.399        2.106  # 1968,W.M.Good+           ## 11876006  #dY:17.0%  
      0.009972            0       10.472        1.403  # 1968,W.M.Good+           ## 11876006  #dY:13.4%  
          0.01       0.0002         11.3            1  # 1959,H.W.Newson+         ## 11452012  #dY:8.8%   
       0.01006            0        9.773        1.931  # 1968,W.M.Good+           ## 11876006  #dY:19.8%  
        0.0102            0        4.865        1.754  # 1968,W.M.Good+           ## 11876006  #dY:36.1%  
       0.01026            0        9.077        1.754  # 1968,W.M.Good+           ## 11876006  #dY:19.3%  
       0.01034            0       10.834        1.753  # 1968,W.M.Good+           ## 11876006  #dY:16.2%  
       0.01038            0        5.923        1.053  # 1968,W.M.Good+           ## 11876006  #dY:17.8%  
       0.01046            0        4.697        1.403  # 1968,W.M.Good+           ## 11876006  #dY:29.9%  
